indiv_season_basin,serial_number,FishID,new_receiver_id,combined,latitude,longitude,datetime_utc,ReceiverID,Receiver,Transmitter,study_year,basin,receiver_order_south_north,length_mm,origin,VUE.Tag.ID,Tag.Family,tag_life_days,capture_date,datetime_local,palm_basin,year,week,julian_day,hour,date,T,died,filter_date,period,month,release_site,Date,season,Section,total_fish_group,first_season,number_of_fish,max_fish,new_season
1294844_winter_D,1294844,25829,546118_75.5669796837673_1,75.5669796837673,60.8311569740405,14.7358227097268,2019-02-06T00:39:36Z,546118,VR2AR-546118,A69-1602-25829,1,StorSiljan Vastra,24,660,Hatchery,A69-1602-25829,V16-4x-069k-1,1825,2018-06-08T22:00:00Z,2019-02-06T00:39:36Z,D,2019,5,37,0,2019-02-06,1549417176,0,2018-06-09T22:00:00Z,night,2,E,2019-02-06,winter,Lake,24,winter,1,24,winter
1294851_winter_F,1294851,25836,546115_75.8904321677455_1,75.8904321677455,60.8575209125427,15.0329112552028,2019-02-07T21:57:10Z,546115,VR2AR-546115,A69-1602-25836,1,Rattviken,12,630,Hatchery,A69-1602-25836,V16-4x-069k-1,1825,2018-06-06T22:00:00Z,2019-02-07T21:57:10Z,F,2019,5,38,21,2019-02-07,1549580230,0,2018-06-07T22:00:00Z,night,2,E,2019-02-07,winter,Lake,24,winter,2,24,winter
1294832_winter_D,1294832,25817,546114_75.5314801354852_1,75.5314801354852,60.8697049995027,14.6617751359825,2019-02-08T02:50:00Z,546114,VR2AR-546114,A69-1602-25817,1,StorSiljan Vastra,26,520,Wild,A69-1602-25817,V16-4x-069k-1,1825,2018-10-05T22:00:00Z,2019-02-08T02:50:00Z,D,2019,5,39,2,2019-02-08,1549597800,0,2018-10-06T22:00:00Z,night,2,E,2019-02-08,winter,Lake,14,winter,1,14,winter
1294814_winter_D,1294814,25799,546118_75.5669796837673_1,75.5669796837673,60.8311569740405,14.7358227097268,2019-02-08T21:14:12Z,546118,VR2AR-546118,A69-1602-25799,1,StorSiljan Vastra,24,720,Wild,A69-1602-25799,V16-4x-069k-1,1825,2018-08-15T22:00:00Z,2019-02-08T21:14:12Z,D,2019,5,39,21,2019-02-08,1549664052,0,2018-08-16T22:00:00Z,night,2,River-Osterdal,2019-02-08,winter,Lake,14,winter,1,14,winter
1294839_winter_F,1294839,25824,546120_75.934974785613_1,75.934974785613,60.8824378374793,15.0525369481337,2019-02-11T00:01:17Z,546120,VR2AR-546120,A69-1602-25824,1,Rattviken,11,570,Wild,A69-1602-25824,V16-4x-069k-1,1825,2018-06-09T22:00:00Z,2019-02-11T00:01:17Z,F,2019,6,42,0,2019-02-11,1549846877,0,2018-06-10T22:00:00Z,night,2,D,2019-02-11,winter,Lake,14,winter,3,14,winter
1294850_winter_F,1294850,25835,546121_75.7306267666146_1,75.7306267666146,60.834384209578,14.8962425570366,2019-02-11T00:02:40Z,546121,VR2AR-546121,A69-1602-25835,1,Rattviken,18,580,Wild,A69-1602-25835,V16-4x-069k-1,1825,2018-06-06T22:00:00Z,2019-02-11T00:02:40Z,F,2019,6,42,0,2019-02-11,1549846960,0,2018-06-07T22:00:00Z,night,2,E,2019-02-11,winter,Lake,14,winter,2,14,winter
1294856_winter_F,1294856,25761,133492_75.7874613157755_1,75.7874613157755,60.8456971402986,14.9417641754769,2019-02-11T00:34:07Z,133492,VR2W-133492,A69-1602-25761,1,Rattviken,15,460,Hatchery,A69-1602-25761,V13-1x-069k-1,1825,2018-10-05T22:00:00Z,2019-02-11T00:34:07Z,F,2019,6,42,0,2019-02-11,1549848847,0,2018-10-06T22:00:00Z,night,2,E,2019-02-11,winter,Lake,24,winter,2,24,winter
1294823_winter_E,1294823,25808,546113_75.703483613714_1,75.703483613714,60.8711300249527,14.8323535887613,2019-02-11T00:34:29Z,546113,VR2AR-546113,A69-1602-25808,1,StorSiljan Ostra,20,650,Hatchery,A69-1602-25808,V16-4x-069k-1,1825,2018-08-15T22:00:00Z,2019-02-11T00:34:29Z,E,2019,6,42,0,2019-02-11,1549848869,0,2018-08-16T22:00:00Z,night,2,River-Osterdal,2019-02-11,winter,Lake,24,winter,2,24,winter
1294849_winter_D,1294849,25834,546125_75.614074772245_1,75.614074772245,60.8711056593271,14.7429691129179,2019-02-11T00:50:55Z,546125,VR2AR-546125,A69-1602-25834,1,StorSiljan mitt,23,590,Hatchery,A69-1602-25834,V16-4x-069k-1,1825,2018-06-08T22:00:00Z,2019-02-11T00:50:55Z,D,2019,6,42,0,2019-02-11,1549849855,0,2018-06-09T22:00:00Z,night,2,E,2019-02-11,winter,Lake,24,winter,4,24,winter
1294847_winter_D,1294847,25832,546114_75.5314801354852_1,75.5314801354852,60.8697049995027,14.6617751359825,2019-02-11T02:06:19Z,546114,VR2AR-546114,A69-1602-25832,1,StorSiljan Vastra,26,530,Hatchery,A69-1602-25832,V16-4x-069k-1,1825,2018-06-08T22:00:00Z,2019-02-11T02:06:19Z,D,2019,6,42,2,2019-02-11,1549854379,0,2018-06-09T22:00:00Z,night,2,D,2019-02-11,winter,Lake,24,winter,2,24,winter
1294851_winter_F,1294851,25836,546120_75.934974785613_1,75.934974785613,60.8824378374793,15.0525369481337,2019-02-11T02:35:23Z,546120,VR2AR-546120,A69-1602-25836,1,Rattviken,11,630,Hatchery,A69-1602-25836,V16-4x-069k-1,1825,2018-06-06T22:00:00Z,2019-02-11T02:35:23Z,F,2019,6,42,2,2019-02-11,1549856123,0,2018-06-07T22:00:00Z,night,2,E,2019-02-11,winter,Lake,24,winter,2,24,winter
1294879_winter_B,1294879,25784,133491_75.5577289960524_1,75.5577289960524,60.9406471832782,14.6170818127742,2019-02-11T04:46:43Z,133491,VR2W-133491,A69-1602-25784,1,Norrviken,34,460,Hatchery,A69-1602-25784,V13-1x-069k-1,1825,2018-06-08T22:00:00Z,2019-02-11T04:46:43Z,B,2019,6,42,4,2019-02-11,1549864003,0,2018-06-09T22:00:00Z,night,2,D,2019-02-11,winter,Lake,24,winter,1,24,winter
1294835_winter_F,1294835,25820,546124_75.7525332438765_1,75.7525332438765,60.8541646395893,14.8983686042872,2019-02-11T06:34:46Z,546124,VR2AR-546124,A69-1602-25820,1,Rattviken,17,560,Hatchery,A69-1602-25820,V16-4x-069k-1,1825,2018-10-05T22:00:00Z,2019-02-11T06:34:46Z,F,2019,6,42,6,2019-02-11,1549870486,0,2018-10-06T22:00:00Z,night,2,E,2019-02-11,winter,Lake,24,winter,2,24,winter
1294837_winter_F,1294837,25822,546119_75.8552507174427_1,75.8552507174427,60.8736483262433,14.9816023911994,2019-02-11T07:09:15Z,546119,VR2AR-546119,A69-1602-25822,1,Rattviken,13,560,Wild,A69-1602-25822,V16-4x-069k-1,1825,2018-10-05T22:00:00Z,2019-02-11T07:09:15Z,F,2019,6,42,7,2019-02-11,1549872555,0,2018-10-06T22:00:00Z,day,2,E,2019-02-11,winter,Lake,14,winter,1,14,winter
1294850_winter_F,1294850,25835,133492_75.7874613157755_1,75.7874613157755,60.8456971402986,14.9417641754769,2019-02-11T08:03:27Z,133492,VR2W-133492,A69-1602-25835,1,Rattviken,15,580,Wild,A69-1602-25835,V16-4x-069k-1,1825,2018-06-06T22:00:00Z,2019-02-11T08:03:27Z,F,2019,6,42,8,2019-02-11,1549875807,0,2018-06-07T22:00:00Z,day,2,E,2019-02-11,winter,Lake,14,winter,2,14,winter
1294843_winter_B,1294843,25828,133493_75.5815469397236_1,75.5815469397236,60.9490039379879,14.6325430017357,2019-02-11T08:20:46Z,133493,VR2W-133493,A69-1602-25828,1,Norrviken,33,520,Hatchery,A69-1602-25828,V16-4x-069k-1,1825,2018-06-08T22:00:00Z,2019-02-11T08:20:46Z,B,2019,6,42,8,2019-02-11,1549876846,0,2018-06-09T22:00:00Z,day,2,E,2019-02-11,winter,Lake,24,winter,2,24,winter
1294885_winter_E,1294885,25790,546123_75.6502774702621_1,75.6502774702621,60.9078251119587,14.7424523583034,2019-02-11T08:35:08Z,546123,VR2AR-546123,A69-1602-25790,1,StorSiljan Ostra,22,450,Hatchery,A69-1602-25790,V13-1x-069k-1,1825,2018-06-08T22:00:00Z,2019-02-11T08:35:08Z,E,2019,6,42,8,2019-02-11,1549877708,0,2018-06-09T22:00:00Z,day,2,E,2019-02-11,winter,Lake,24,winter,1,24,winter
1294833_winter_F,1294833,25818,546127_75.8698444016916_1,75.8698444016916,60.864689359052,15.0051550426396,2019-02-11T11:14:07Z,546127,VR2AR-546127,A69-1602-25818,1,Rattviken,14,600,Hatchery,A69-1602-25818,V16-4x-069k-1,1825,2018-08-15T22:00:00Z,2019-02-11T11:14:07Z,F,2019,6,42,11,2019-02-11,1549887247,0,2018-08-16T22:00:00Z,day,2,River-Osterdal,2019-02-11,winter,Lake,24,winter,2,24,winter
1294887_winter_F,1294887,25792,546119_75.8552507174427_1,75.8552507174427,60.8736483262433,14.9816023911994,2019-02-11T11:55:17Z,546119,VR2AR-546119,A69-1602-25792,1,Rattviken,13,420,Hatchery,A69-1602-25792,V13-1x-069k-1,1825,2018-06-09T22:00:00Z,2019-02-11T11:55:17Z,F,2019,6,42,11,2019-02-11,1549889717,0,2018-06-10T22:00:00Z,day,2,E,2019-02-11,winter,Lake,24,winter,2,24,winter
1294817_winter_D,1294817,25802,546125_75.614074772245_1,75.614074772245,60.8711056593271,14.7429691129179,2019-02-11T16:53:08Z,546125,VR2AR-546125,A69-1602-25802,1,StorSiljan mitt,23,730,Wild,A69-1602-25802,V16-4x-069k-1,1825,2018-08-15T22:00:00Z,2019-02-11T16:53:08Z,D,2019,6,42,16,2019-02-11,1549907588,0,2018-08-16T22:00:00Z,night,2,River-Osterdal,2019-02-11,winter,Lake,14,winter,1,14,winter
1294856_winter_F,1294856,25761,546121_75.7306267666146_1,75.7306267666146,60.834384209578,14.8962425570366,2019-02-11T23:00:04Z,546121,VR2AR-546121,A69-1602-25761,1,Rattviken,18,460,Hatchery,A69-1602-25761,V13-1x-069k-1,1825,2018-10-05T22:00:00Z,2019-02-11T23:00:04Z,F,2019,6,42,23,2019-02-11,1549929604,0,2018-10-06T22:00:00Z,night,2,E,2019-02-11,winter,Lake,24,winter,2,24,winter
1294836_winter_B,1294836,25821,546126_75.567263143231_1,75.567263143231,60.9464486058042,14.6208145374268,2019-02-12T03:59:10Z,546126,VR2AR-546126,A69-1602-25821,1,Norrviken,35,520,Wild,A69-1602-25821,V16-4x-069k-1,1825,2018-10-05T22:00:00Z,2019-02-12T03:59:10Z,B,2019,6,43,3,2019-02-12,1549947550,0,2018-10-06T22:00:00Z,night,2,E,2019-02-12,winter,Lake,14,winter,1,14,winter
1294814_winter_D,1294814,25799,546118_75.5669796837673_1,75.5669796837673,60.8311569740405,14.7358227097268,2019-02-12T04:59:29Z,546118,VR2AR-546118,A69-1602-25799,1,StorSiljan Vastra,24,720,Wild,A69-1602-25799,V16-4x-069k-1,1825,2018-08-15T22:00:00Z,2019-02-12T04:59:29Z,D,2019,6,43,4,2019-02-12,1549951169,0,2018-08-16T22:00:00Z,night,2,River-Osterdal,2019-02-12,winter,Lake,14,winter,1,14,winter
1294829_winter_C,1294829,25814,105625_75.4565661186258_1,75.4565661186258,60.9033885824788,14.553177536147,2019-02-12T07:55:29Z,105625,VR2W-105625,A69-1602-25814,1,Gesundafjarden,30,640,Hatchery,A69-1602-25814,V16-4x-069k-1,1825,2018-08-15T22:00:00Z,2019-02-12T07:55:29Z,C,2019,6,43,7,2019-02-12,1549961729,0,2018-08-16T22:00:00Z,day,2,River-Osterdal,2019-02-12,winter,Lake,24,winter,1,24,winter
1294879_winter_B,1294879,25784,546126_75.567263143231_1,75.567263143231,60.9464486058042,14.6208145374268,2019-02-12T17:50:07Z,546126,VR2AR-546126,A69-1602-25784,1,Norrviken,35,460,Hatchery,A69-1602-25784,V13-1x-069k-1,1825,2018-06-08T22:00:00Z,2019-02-12T17:50:07Z,B,2019,6,43,17,2019-02-12,1549997407,0,2018-06-09T22:00:00Z,night,2,D,2019-02-12,winter,Lake,24,winter,2,24,winter
1294839_winter_F,1294839,25824,546115_75.8904321677455_1,75.8904321677455,60.8575209125427,15.0329112552028,2019-02-12T19:28:39Z,546115,VR2AR-546115,A69-1602-25824,1,Rattviken,12,570,Wild,A69-1602-25824,V16-4x-069k-1,1825,2018-06-09T22:00:00Z,2019-02-12T19:28:39Z,F,2019,6,43,19,2019-02-12,1550003319,0,2018-06-10T22:00:00Z,night,2,D,2019-02-12,winter,Lake,14,winter,2,14,winter
1294850_winter_F,1294850,25835,546124_75.7525332438765_1,75.7525332438765,60.8541646395893,14.8983686042872,2019-02-13T10:27:35Z,546124,VR2AR-546124,A69-1602-25835,1,Rattviken,17,580,Wild,A69-1602-25835,V16-4x-069k-1,1825,2018-06-06T22:00:00Z,2019-02-13T10:27:35Z,F,2019,6,44,10,2019-02-13,1550057255,0,2018-06-07T22:00:00Z,day,2,E,2019-02-13,winter,Lake,14,winter,1,14,winter
1294836_winter_Noret,1294836,25821,108711_75.5752444148708_1,75.5752444148708,60.9940766027592,14.5811678121116,2019-02-13T10:29:52Z,108711,VR2W-108711,A69-1602-25821,1,Noret,38,520,Wild,A69-1602-25821,V16-4x-069k-1,1825,2018-10-05T22:00:00Z,2019-02-13T10:29:52Z,Noret,2019,6,44,10,2019-02-13,1550057392,0,2018-10-06T22:00:00Z,day,2,E,2019-02-13,winter,Lake,14,winter,1,14,winter
1294887_winter_F,1294887,25792,546115_75.8904321677455_1,75.8904321677455,60.8575209125427,15.0329112552028,2019-02-14T02:00:35Z,546115,VR2AR-546115,A69-1602-25792,1,Rattviken,12,420,Hatchery,A69-1602-25792,V13-1x-069k-1,1825,2018-06-09T22:00:00Z,2019-02-14T02:00:35Z,F,2019,6,45,2,2019-02-14,1550113235,0,2018-06-10T22:00:00Z,night,2,E,2019-02-14,winter,Lake,24,winter,3,24,winter
1294832_winter_E,1294832,25817,546123_75.6502774702621_1,75.6502774702621,60.9078251119587,14.7424523583034,2019-02-14T15:11:17Z,546123,VR2AR-546123,A69-1602-25817,1,StorSiljan Ostra,22,520,Wild,A69-1602-25817,V16-4x-069k-1,1825,2018-10-05T22:00:00Z,2019-02-14T15:11:17Z,E,2019,6,45,15,2019-02-14,1550160677,0,2018-10-06T22:00:00Z,day,2,E,2019-02-14,winter,Lake,14,winter,1,14,winter
1294850_winter_F,1294850,25835,546122_75.7413421456439_1,75.7413421456439,60.8430855578406,14.8982565878033,2019-02-15T10:27:32Z,546122,VR2AR-546122,A69-1602-25835,1,Rattviken,16,580,Wild,A69-1602-25835,V16-4x-069k-1,1825,2018-06-06T22:00:00Z,2019-02-15T10:27:32Z,F,2019,6,46,10,2019-02-15,1550230052,0,2018-06-07T22:00:00Z,day,2,E,2019-02-15,winter,Lake,14,winter,1,14,winter
1294835_winter_F,1294835,25820,546124_75.7525332438765_1,75.7525332438765,60.8541646395893,14.8983686042872,2019-02-18T00:00:45Z,546124,VR2AR-546124,A69-1602-25820,1,Rattviken,17,560,Hatchery,A69-1602-25820,V16-4x-069k-1,1825,2018-10-05T22:00:00Z,2019-02-18T00:00:45Z,F,2019,7,49,0,2019-02-18,1550451645,0,2018-10-06T22:00:00Z,night,2,E,2019-02-18,winter,Lake,24,winter,3,24,winter
1294813_winter_D,1294813,25798,546125_75.614074772245_1,75.614074772245,60.8711056593271,14.7429691129179,2019-02-18T00:00:46Z,546125,VR2AR-546125,A69-1602-25798,1,StorSiljan mitt,23,620,Hatchery,A69-1602-25798,V16-4x-069k-1,1825,2018-08-15T22:00:00Z,2019-02-18T00:00:46Z,D,2019,7,49,0,2019-02-18,1550451646,0,2018-08-16T22:00:00Z,night,2,River-Osterdal,2019-02-18,winter,Lake,24,winter,4,24,winter
1294850_winter_F,1294850,25835,546122_75.7413421456439_1,75.7413421456439,60.8430855578406,14.8982565878033,2019-02-18T00:01:23Z,546122,VR2AR-546122,A69-1602-25835,1,Rattviken,16,580,Wild,A69-1602-25835,V16-4x-069k-1,1825,2018-06-06T22:00:00Z,2019-02-18T00:01:23Z,F,2019,7,49,0,2019-02-18,1550451683,0,2018-06-07T22:00:00Z,night,2,E,2019-02-18,winter,Lake,14,winter,1,14,winter
1294817_winter_D,1294817,25802,546125_75.614074772245_1,75.614074772245,60.8711056593271,14.7429691129179,2019-02-18T00:02:09Z,546125,VR2AR-546125,A69-1602-25802,1,StorSiljan mitt,23,730,Wild,A69-1602-25802,V16-4x-069k-1,1825,2018-08-15T22:00:00Z,2019-02-18T00:02:09Z,D,2019,7,49,0,2019-02-18,1550451729,0,2018-08-16T22:00:00Z,night,2,River-Osterdal,2019-02-18,winter,Lake,14,winter,1,14,winter
1294850_winter_F,1294850,25835,546124_75.7525332438765_1,75.7525332438765,60.8541646395893,14.8983686042872,2019-02-18T00:02:36Z,546124,VR2AR-546124,A69-1602-25835,1,Rattviken,17,580,Wild,A69-1602-25835,V16-4x-069k-1,1825,2018-06-06T22:00:00Z,2019-02-18T00:02:36Z,F,2019,7,49,0,2019-02-18,1550451756,0,2018-06-07T22:00:00Z,night,2,E,2019-02-18,winter,Lake,14,winter,1,14,winter
1294849_winter_D,1294849,25834,546114_75.5314801354852_1,75.5314801354852,60.8697049995027,14.6617751359825,2019-02-18T00:07:45Z,546114,VR2AR-546114,A69-1602-25834,1,StorSiljan Vastra,26,590,Hatchery,A69-1602-25834,V16-4x-069k-1,1825,2018-06-08T22:00:00Z,2019-02-18T00:07:45Z,D,2019,7,49,0,2019-02-18,1550452065,0,2018-06-09T22:00:00Z,night,2,E,2019-02-18,winter,Lake,24,winter,2,24,winter
1294850_winter_F,1294850,25835,546121_75.7306267666146_1,75.7306267666146,60.834384209578,14.8962425570366,2019-02-18T00:35:55Z,546121,VR2AR-546121,A69-1602-25835,1,Rattviken,18,580,Wild,A69-1602-25835,V16-4x-069k-1,1825,2018-06-06T22:00:00Z,2019-02-18T00:35:55Z,F,2019,7,49,0,2019-02-18,1550453755,0,2018-06-07T22:00:00Z,night,2,E,2019-02-18,winter,Lake,14,winter,2,14,winter
1294823_winter_E,1294823,25808,546113_75.703483613714_1,75.703483613714,60.8711300249527,14.8323535887613,2019-02-18T01:15:57Z,546113,VR2AR-546113,A69-1602-25808,1,StorSiljan Ostra,20,650,Hatchery,A69-1602-25808,V16-4x-069k-1,1825,2018-08-15T22:00:00Z,2019-02-18T01:15:57Z,E,2019,7,49,1,2019-02-18,1550456157,0,2018-08-16T22:00:00Z,night,2,River-Osterdal,2019-02-18,winter,Lake,24,winter,1,24,winter
1294851_winter_F,1294851,25836,546127_75.8698444016916_1,75.8698444016916,60.864689359052,15.0051550426396,2019-02-18T01:27:37Z,546127,VR2AR-546127,A69-1602-25836,1,Rattviken,14,630,Hatchery,A69-1602-25836,V16-4x-069k-1,1825,2018-06-06T22:00:00Z,2019-02-18T01:27:37Z,F,2019,7,49,1,2019-02-18,1550456857,0,2018-06-07T22:00:00Z,night,2,E,2019-02-18,winter,Lake,24,winter,1,24,winter
1294879_winter_B,1294879,25784,133491_75.5577289960524_1,75.5577289960524,60.9406471832782,14.6170818127742,2019-02-18T01:29:50Z,133491,VR2W-133491,A69-1602-25784,1,Norrviken,34,460,Hatchery,A69-1602-25784,V13-1x-069k-1,1825,2018-06-08T22:00:00Z,2019-02-18T01:29:50Z,B,2019,7,49,1,2019-02-18,1550456990,0,2018-06-09T22:00:00Z,night,2,D,2019-02-18,winter,Lake,24,winter,2,24,winter
1294837_winter_F,1294837,25822,546119_75.8552507174427_1,75.8552507174427,60.8736483262433,14.9816023911994,2019-02-18T02:33:49Z,546119,VR2AR-546119,A69-1602-25822,1,Rattviken,13,560,Wild,A69-1602-25822,V16-4x-069k-1,1825,2018-10-05T22:00:00Z,2019-02-18T02:33:49Z,F,2019,7,49,2,2019-02-18,1550460829,0,2018-10-06T22:00:00Z,night,2,E,2019-02-18,winter,Lake,14,winter,1,14,winter
1294879_winter_B,1294879,25784,546126_75.567263143231_1,75.567263143231,60.9464486058042,14.6208145374268,2019-02-18T02:59:28Z,546126,VR2AR-546126,A69-1602-25784,1,Norrviken,35,460,Hatchery,A69-1602-25784,V13-1x-069k-1,1825,2018-06-08T22:00:00Z,2019-02-18T02:59:28Z,B,2019,7,49,2,2019-02-18,1550462368,0,2018-06-09T22:00:00Z,night,2,D,2019-02-18,winter,Lake,24,winter,2,24,winter
1294829_winter_C,1294829,25814,105625_75.4565661186258_1,75.4565661186258,60.9033885824788,14.553177536147,2019-02-18T07:03:23Z,105625,VR2W-105625,A69-1602-25814,1,Gesundafjarden,30,640,Hatchery,A69-1602-25814,V16-4x-069k-1,1825,2018-08-15T22:00:00Z,2019-02-18T07:03:23Z,C,2019,7,49,7,2019-02-18,1550477003,0,2018-08-16T22:00:00Z,day,2,River-Osterdal,2019-02-18,winter,Lake,24,winter,1,24,winter
1294836_winter_B,1294836,25821,133493_75.5815469397236_1,75.5815469397236,60.9490039379879,14.6325430017357,2019-02-18T08:15:32Z,133493,VR2W-133493,A69-1602-25821,1,Norrviken,33,520,Wild,A69-1602-25821,V16-4x-069k-1,1825,2018-10-05T22:00:00Z,2019-02-18T08:15:32Z,B,2019,7,49,8,2019-02-18,1550481332,0,2018-10-06T22:00:00Z,day,2,E,2019-02-18,winter,Lake,14,winter,1,14,winter
1294823_winter_F,1294823,25808,546121_75.7306267666146_1,75.7306267666146,60.834384209578,14.8962425570366,2019-02-18T13:11:16Z,546121,VR2AR-546121,A69-1602-25808,1,Rattviken,18,650,Hatchery,A69-1602-25808,V16-4x-069k-1,1825,2018-08-15T22:00:00Z,2019-02-18T13:11:16Z,F,2019,7,49,13,2019-02-18,1550499076,0,2018-08-16T22:00:00Z,day,2,River-Osterdal,2019-02-18,winter,Lake,24,winter,1,24,winter
1294843_winter_B,1294843,25828,133493_75.5815469397236_1,75.5815469397236,60.9490039379879,14.6325430017357,2019-02-18T16:06:17Z,133493,VR2W-133493,A69-1602-25828,1,Norrviken,33,520,Hatchery,A69-1602-25828,V16-4x-069k-1,1825,2018-06-08T22:00:00Z,2019-02-18T16:06:17Z,B,2019,7,49,16,2019-02-18,1550509577,0,2018-06-09T22:00:00Z,night,2,E,2019-02-18,winter,Lake,24,winter,1,24,winter
1294885_winter_E,1294885,25790,546123_75.6502774702621_1,75.6502774702621,60.9078251119587,14.7424523583034,2019-02-18T19:11:57Z,546123,VR2AR-546123,A69-1602-25790,1,StorSiljan Ostra,22,450,Hatchery,A69-1602-25790,V13-1x-069k-1,1825,2018-06-08T22:00:00Z,2019-02-18T19:11:57Z,E,2019,7,49,19,2019-02-18,1550520717,0,2018-06-09T22:00:00Z,night,2,E,2019-02-18,winter,Lake,24,winter,2,24,winter
1294887_winter_F,1294887,25792,546119_75.8552507174427_1,75.8552507174427,60.8736483262433,14.9816023911994,2019-02-18T19:20:20Z,546119,VR2AR-546119,A69-1602-25792,1,Rattviken,13,420,Hatchery,A69-1602-25792,V13-1x-069k-1,1825,2018-06-09T22:00:00Z,2019-02-18T19:20:20Z,F,2019,7,49,19,2019-02-18,1550521220,0,2018-06-10T22:00:00Z,night,2,E,2019-02-18,winter,Lake,24,winter,1,24,winter
1294887_winter_F,1294887,25792,546120_75.934974785613_1,75.934974785613,60.8824378374793,15.0525369481337,2019-02-18T21:04:42Z,546120,VR2AR-546120,A69-1602-25792,1,Rattviken,11,420,Hatchery,A69-1602-25792,V13-1x-069k-1,1825,2018-06-09T22:00:00Z,2019-02-18T21:04:42Z,F,2019,7,49,21,2019-02-18,1550527482,0,2018-06-10T22:00:00Z,night,2,E,2019-02-18,winter,Lake,24,winter,2,24,winter
1294832_winter_E,1294832,25817,546123_75.6502774702621_1,75.6502774702621,60.9078251119587,14.7424523583034,2019-02-18T22:02:11Z,546123,VR2AR-546123,A69-1602-25817,1,StorSiljan Ostra,22,520,Wild,A69-1602-25817,V16-4x-069k-1,1825,2018-10-05T22:00:00Z,2019-02-18T22:02:11Z,E,2019,7,49,22,2019-02-18,1550530931,0,2018-10-06T22:00:00Z,night,2,E,2019-02-18,winter,Lake,14,winter,1,14,winter
1294836_winter_Noret,1294836,25821,108711_75.5752444148708_1,75.5752444148708,60.9940766027592,14.5811678121116,2019-02-19T08:06:00Z,108711,VR2W-108711,A69-1602-25821,1,Noret,38,520,Wild,A69-1602-25821,V16-4x-069k-1,1825,2018-10-05T22:00:00Z,2019-02-19T08:06:00Z,Noret,2019,7,50,8,2019-02-19,1550567160,0,2018-10-06T22:00:00Z,day,2,E,2019-02-19,winter,Lake,14,winter,1,14,winter
1294833_winter_F,1294833,25818,133492_75.7874613157755_1,75.7874613157755,60.8456971402986,14.9417641754769,2019-02-19T08:54:22Z,133492,VR2W-133492,A69-1602-25818,1,Rattviken,15,600,Hatchery,A69-1602-25818,V16-4x-069k-1,1825,2018-08-15T22:00:00Z,2019-02-19T08:54:22Z,F,2019,7,50,8,2019-02-19,1550570062,0,2018-08-16T22:00:00Z,day,2,River-Osterdal,2019-02-19,winter,Lake,24,winter,2,24,winter
1294837_winter_F,1294837,25822,546120_75.934974785613_1,75.934974785613,60.8824378374793,15.0525369481337,2019-02-19T09:51:09Z,546120,VR2AR-546120,A69-1602-25822,1,Rattviken,11,560,Wild,A69-1602-25822,V16-4x-069k-1,1825,2018-10-05T22:00:00Z,2019-02-19T09:51:09Z,F,2019,7,50,9,2019-02-19,1550573469,0,2018-10-06T22:00:00Z,day,2,E,2019-02-19,winter,Lake,14,winter,2,14,winter
1294817_winter_D,1294817,25802,546114_75.5314801354852_1,75.5314801354852,60.8697049995027,14.6617751359825,2019-02-19T12:55:13Z,546114,VR2AR-546114,A69-1602-25802,1,StorSiljan Vastra,26,730,Wild,A69-1602-25802,V16-4x-069k-1,1825,2018-08-15T22:00:00Z,2019-02-19T12:55:13Z,D,2019,7,50,12,2019-02-19,1550584513,0,2018-08-16T22:00:00Z,day,2,River-Osterdal,2019-02-19,winter,Lake,14,winter,1,14,winter
1294844_winter_D,1294844,25829,546118_75.5669796837673_1,75.5669796837673,60.8311569740405,14.7358227097268,2019-02-19T14:49:23Z,546118,VR2AR-546118,A69-1602-25829,1,StorSiljan Vastra,24,660,Hatchery,A69-1602-25829,V16-4x-069k-1,1825,2018-06-08T22:00:00Z,2019-02-19T14:49:23Z,D,2019,7,50,14,2019-02-19,1550591363,0,2018-06-09T22:00:00Z,day,2,E,2019-02-19,winter,Lake,24,winter,1,24,winter
1294817_winter_D,1294817,25802,546118_75.5669796837673_1,75.5669796837673,60.8311569740405,14.7358227097268,2019-02-19T15:56:10Z,546118,VR2AR-546118,A69-1602-25802,1,StorSiljan Vastra,24,730,Wild,A69-1602-25802,V16-4x-069k-1,1825,2018-08-15T22:00:00Z,2019-02-19T15:56:10Z,D,2019,7,50,15,2019-02-19,1550595370,0,2018-08-16T22:00:00Z,day,2,River-Osterdal,2019-02-19,winter,Lake,14,winter,1,14,winter
1294833_winter_F,1294833,25818,546115_75.8904321677455_1,75.8904321677455,60.8575209125427,15.0329112552028,2019-02-20T09:17:43Z,546115,VR2AR-546115,A69-1602-25818,1,Rattviken,12,600,Hatchery,A69-1602-25818,V16-4x-069k-1,1825,2018-08-15T22:00:00Z,2019-02-20T09:17:43Z,F,2019,7,51,9,2019-02-20,1550657863,0,2018-08-16T22:00:00Z,day,2,River-Osterdal,2019-02-20,winter,Lake,24,winter,3,24,winter
1294839_winter_F,1294839,25824,133492_75.7874613157755_1,75.7874613157755,60.8456971402986,14.9417641754769,2019-02-21T05:37:42Z,133492,VR2W-133492,A69-1602-25824,1,Rattviken,15,570,Wild,A69-1602-25824,V16-4x-069k-1,1825,2018-06-09T22:00:00Z,2019-02-21T05:37:42Z,F,2019,7,52,5,2019-02-21,1550731062,0,2018-06-10T22:00:00Z,night,2,D,2019-02-21,winter,Lake,14,winter,1,14,winter
